;;;;;;;;;;;;x,,,,,,,,,,,,,
gtfo_TOG_title;Grant Togo Independence;;;;;;;;;;;;x,,
gtfo_TOG_desc;We've had a good run, but it's time to end our rulership of Togo: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TOK_title;Grant Tonkin Independence;;;;;;;;;;;;x,,
gtfo_TOK_desc;We've had a good run, but it's time to end our rulership of Tonkin: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TOO_title;Grant Tooro Independence;;;;;;;;;;;;x,,
gtfo_TOO_desc;We've had a good run, but it's time to end our rulership of Tooro: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TOS_title;Grant Tosa Independence;;;;;;;;;;;;x,,
gtfo_TOS_desc;We've had a good run, but it's time to end our rulership of Tosa: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TOT_title;Grant Totonac Independence;;;;;;;;;;;;x,,
gtfo_TOT_desc;We've had a good run, but it's time to end our rulership of Totonac: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TOU_title;Grant Toucouleur Independence;;;;;;;;;;;;x,,
gtfo_TOU_desc;We've had a good run, but it's time to end our rulership of Toucouleur: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TPA_title;Grant Tupinamba Independence;;;;;;;;;;;;x,,
gtfo_TPA_desc;We've had a good run, but it's time to end our rulership of Tupinamba: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TPG_title;Grant Taiping Independence;;;;;;;;;;;;x,,
gtfo_TPG_desc;We've had a good run, but it's time to end our rulership of Taiping: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TPQ_title;Grant Tupiniquim Independence;;;;;;;;;;;;x,,
gtfo_TPQ_desc;We've had a good run, but it's time to end our rulership of Tupiniquim: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRA_title;Grant Travancore Independence;;;;;;;;;;;;x,,
gtfo_TRA_desc;We've had a good run, but it's time to end our rulership of Travancore: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRE_title;Grant Trieste Independence;;;;;;;;;;;;x,,
gtfo_TRE_desc;We've had a good run, but it's time to end our rulership of Trieste: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRI_title;Grant Tripoli Independence;;;;;;;;;;;;x,,
gtfo_TRI_desc;We've had a good run, but it's time to end our rulership of Tripoli: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRL_title;Grant Trapalandia Independence;;;;;;;;;;;;x,,
gtfo_TRL_desc;We've had a good run, but it's time to end our rulership of Trapalandia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRN_title;Grant Transvaal Independence;;;;;;;;;;;;x,,
gtfo_TRN_desc;We've had a good run, but it's time to end our rulership of Transvaal: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRS_title;Grant Tarascan Independence;;;;;;;;;;;;x,,
gtfo_TRS_desc;We've had a good run, but it's time to end our rulership of Tarascan: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRT_title;Grant Tirhut Independence;;;;;;;;;;;;x,,
gtfo_TRT_desc;We've had a good run, but it's time to end our rulership of Tirhut: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRX_title;Grant Transoxiana Independence;;;;;;;;;;;;x,,
gtfo_TRX_desc;We've had a good run, but it's time to end our rulership of Transoxiana: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TRZ_title;Grant Trarza Independence;;;;;;;;;;;;x,,
gtfo_TRZ_desc;We've had a good run, but it's time to end our rulership of Trarza: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TST_title;Grant South Tirol Independence;;;;;;;;;;;;x,,
gtfo_TST_desc;We've had a good run, but it's time to end our rulership of South Tirol: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TSW_title;Grant Botswana Independence;;;;;;;;;;;;x,,
gtfo_TSW_desc;We've had a good run, but it's time to end our rulership of Botswana: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TTB_title;Grant Trinidad Independence;;;;;;;;;;;;x,,
gtfo_TTB_desc;We've had a good run, but it's time to end our rulership of Trinidad: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TTE_title;Grant Ternate Independence;;;;;;;;;;;;x,,
gtfo_TTE_desc;We've had a good run, but it's time to end our rulership of Ternate: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TUA_title;Grant Tapuia Independence;;;;;;;;;;;;x,,
gtfo_TUA_desc;We've had a good run, but it's time to end our rulership of Tapuia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TUL_title;Grant Toulouse Independence;;;;;;;;;;;;x,,
gtfo_TUL_desc;We've had a good run, but it's time to end our rulership of Toulouse: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TUN_title;Grant Tunis Independence;;;;;;;;;;;;x,,
gtfo_TUN_desc;We've had a good run, but it's time to end our rulership of Tunis: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TUR_title;Grant Ottomans Independence;;;;;;;;;;;;x,,
gtfo_TUR_desc;We've had a good run, but it's time to end our rulership of Ottomans: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TUS_title;Grant Tuscany Independence;;;;;;;;;;;;x,,
gtfo_TUS_desc;We've had a good run, but it's time to end our rulership of Tuscany: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TVE_title;Grant Tver Independence;;;;;;;;;;;;x,,
gtfo_TVE_desc;We've had a good run, but it's time to end our rulership of Tver: if you love something, let it go!;;;;;;;;;;;;x
gtfo_TYR_title;Grant Tyrone Independence;;;;;;;;;;;;x,,
gtfo_TYR_desc;We've had a good run, but it's time to end our rulership of Tyrone: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UBD_title;Grant United Baltic Provinces Independence;;;;;;;;;;;;x,,
gtfo_UBD_desc;We've had a good run, but it's time to end our rulership of United Baltic Provinces: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UBH_title;Grant Buha Independence;;;;;;;;;;;;x,,
gtfo_UBH_desc;We've had a good run, but it's time to end our rulership of Buha: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UBV_title;Grant Munich Independence;;;;;;;;;;;;x,,
gtfo_UBV_desc;We've had a good run, but it's time to end our rulership of Munich: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UCA_title;Grant United States of Central America Independence;;;;;;;;;;;;x,,
gtfo_UCA_desc;We've had a good run, but it's time to end our rulership of United States of Central America: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UCV_title;Grant Uncivilized nation Independence;;;;;;;;;;;;x,,
gtfo_UCV_desc;We've had a good run, but it's time to end our rulership of Uncivilized nation: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UGR_title;Grant Yugra Independence;;;;;;;;;;;;x,,
gtfo_UGR_desc;We've had a good run, but it's time to end our rulership of Yugra: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UIL_title;Grant Illinois Independence;;;;;;;;;;;;x,,
gtfo_UIL_desc;We've had a good run, but it's time to end our rulership of Illinois: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UKR_title;Grant Ukraine Independence;;;;;;;;;;;;x,,
gtfo_UKR_desc;We've had a good run, but it's time to end our rulership of Ukraine: if you love something, let it go!;;;;;;;;;;;;x
gtfo_ULM_title;Grant Ulm Independence;;;;;;;;;;;;x,,
gtfo_ULM_desc;We've had a good run, but it's time to end our rulership of Ulm: if you love something, let it go!;;;;;;;;;;;;x
gtfo_ULS_title;Grant Ulster Independence;;;;;;;;;;;;x,,
gtfo_ULS_desc;We've had a good run, but it's time to end our rulership of Ulster: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UNB_title;Grant Nebraska Independence;;;;;;;;;;;;x,,
gtfo_UNB_desc;We've had a good run, but it's time to end our rulership of Nebraska: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UND_title;Grant Undead Horde Independence;;;;;;;;;;;;x,,
gtfo_UND_desc;We've had a good run, but it's time to end our rulership of Undead Horde: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UNM_title;Grant New Mexico Independence;;;;;;;;;;;;x,,
gtfo_UNM_desc;We've had a good run, but it's time to end our rulership of New Mexico: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UNY_title;Grant New York Independence;;;;;;;;;;;;x,,
gtfo_UNY_desc;We've had a good run, but it's time to end our rulership of New York: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UOR_title;Grant Oregon Independence;;;;;;;;;;;;x,,
gtfo_UOR_desc;We've had a good run, but it's time to end our rulership of Oregon: if you love something, let it go!;;;;;;;;;;;;x
gtfo_URA_title;Grant Ural Republic Independence;;;;;;;;;;;;x,,
gtfo_URA_desc;We've had a good run, but it's time to end our rulership of Ural Republic: if you love something, let it go!;;;;;;;;;;;;x
gtfo_URB_title;Grant Urbino Independence;;;;;;;;;;;;x,,
gtfo_URB_desc;We've had a good run, but it's time to end our rulership of Urbino: if you love something, let it go!;;;;;;;;;;;;x
gtfo_URU_title;Grant Spanish La Plata Independence;;;;;;;;;;;;x,,
gtfo_URU_desc;We've had a good run, but it's time to end our rulership of Spanish La Plata: if you love something, let it go!;;;;;;;;;;;;x
gtfo_USA_title;Grant USA Independence;;;;;;;;;;;;x,,
gtfo_USA_desc;We've had a good run, but it's time to end our rulership of USA: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UTI_title;Grant Utility Tag Independence;;;;;;;;;;;;x,,
gtfo_UTI_desc;We've had a good run, but it's time to end our rulership of Utility Tag: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UTR_title;Grant Utrecht Independence;;;;;;;;;;;;x,,
gtfo_UTR_desc;We've had a good run, but it's time to end our rulership of Utrecht: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UTS_title;Grant Tsang Independence;;;;;;;;;;;;x,,
gtfo_UTS_desc;We've had a good run, but it's time to end our rulership of Tsang: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UYG_title;Grant Uyghurstan Independence;;;;;;;;;;;;x,,
gtfo_UYG_desc;We've had a good run, but it's time to end our rulership of Uyghurstan: if you love something, let it go!;;;;;;;;;;;;x
gtfo_UZB_title;Grant Uzbekistan Independence;;;;;;;;;;;;x,,
gtfo_UZB_desc;We've had a good run, but it's time to end our rulership of Uzbekistan: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VAN_title;Grant Vandals Independence;;;;;;;;;;;;x,,
gtfo_VAN_desc;We've had a good run, but it's time to end our rulership of Vandals: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VEN_title;Grant Venice Independence;;;;;;;;;;;;x,,
gtfo_VEN_desc;We've had a good run, but it's time to end our rulership of Venice: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VGO_title;Grant Visigothia Independence;;;;;;;;;;;;x,,
gtfo_VGO_desc;We've had a good run, but it's time to end our rulership of Visigothia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VIJ_title;Grant Vijayanagar Independence;;;;;;;;;;;;x,,
gtfo_VIJ_desc;We've had a good run, but it's time to end our rulership of Vijayanagar: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VNT_title;Grant Venetic Independence;;;;;;;;;;;;x,,
gtfo_VNT_desc;We've had a good run, but it's time to end our rulership of Venetic: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VNZ_title;Grant Venezuela Independence;;;;;;;;;;;;x,,
gtfo_VNZ_desc;We've had a good run, but it's time to end our rulership of Venezuela: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VRM_title;Grant Vermont Independence;;;;;;;;;;;;x,,
gtfo_VRM_desc;We've had a good run, but it's time to end our rulership of Vermont: if you love something, let it go!;;;;;;;;;;;;x
gtfo_VTU_title;Grant Vanuatu Independence;;;;;;;;;;;;x,,
gtfo_VTU_desc;We've had a good run, but it's time to end our rulership of Vanuatu: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WAD_title;Grant Wadai Independence;;;;;;;;;;;;x,,
gtfo_WAD_desc;We've had a good run, but it's time to end our rulership of Wadai: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WAL_title;Grant Wallachia Independence;;;;;;;;;;;;x,,
gtfo_WAL_desc;We've had a good run, but it's time to end our rulership of Wallachia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WBG_title;Grant Wurzburg Independence;;;;;;;;;;;;x,,
gtfo_WBG_desc;We've had a good run, but it's time to end our rulership of Wurzburg: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WCR_title;Grant Cree Independence;;;;;;;;;;;;x,,
gtfo_WCR_desc;We've had a good run, but it's time to end our rulership of Cree: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WEI_title;Grant Saxe-Weimar Independence;;;;;;;;;;;;x,,
gtfo_WEI_desc;We've had a good run, but it's time to end our rulership of Saxe-Weimar: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WEN_title;Grant Venedia Independence;;;;;;;;;;;;x,,
gtfo_WEN_desc;We've had a good run, but it's time to end our rulership of Venedia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WES_title;Grant Westphalia Independence;;;;;;;;;;;;x,,
gtfo_WES_desc;We've had a good run, but it's time to end our rulership of Westphalia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WHA_title;Grant Wales Independence;;;;;;;;;;;;x,,
gtfo_WHA_desc;We've had a good run, but it's time to end our rulership of Wales: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WIA_title;Grant Wiang Chhan Independence;;;;;;;;;;;;x,,
gtfo_WIA_desc;We've had a good run, but it's time to end our rulership of Wiang Chhan: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WIC_title;Grant Wichita Independence;;;;;;;;;;;;x,,
gtfo_WIC_desc;We've had a good run, but it's time to end our rulership of Wichita: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WLL_title;Grant Wallonia Independence;;;;;;;;;;;;x,,
gtfo_WLL_desc;We've had a good run, but it's time to end our rulership of Wallonia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WLY_title;Grant Welayta Independence;;;;;;;;;;;;x,,
gtfo_WLY_desc;We've had a good run, but it's time to end our rulership of Welayta: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WNR_title;Grant Wenro Independence;;;;;;;;;;;;x,,
gtfo_WNR_desc;We've had a good run, but it's time to end our rulership of Wenro: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WOL_title;Grant Wolof Independence;;;;;;;;;;;;x,,
gtfo_WOL_desc;We've had a good run, but it's time to end our rulership of Wolof: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WRI_title;Grant Warri Independence;;;;;;;;;;;;x,,
gtfo_WRI_desc;We've had a good run, but it's time to end our rulership of Warri: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WRL_title;Grant Warsangali Independence;;;;;;;;;;;;x,,
gtfo_WRL_desc;We've had a good run, but it's time to end our rulership of Warsangali: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WSF_title;Grant Zapadoslavia Independence;;;;;;;;;;;;x,,
gtfo_WSF_desc;We've had a good run, but it's time to end our rulership of Zapadoslavia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WSH_title;Grant Western Sahara Independence;;;;;;;;;;;;x,,
gtfo_WSH_desc;We've had a good run, but it's time to end our rulership of Western Sahara: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WSI_title;Grant West Indies Independence;;;;;;;;;;;;x,,
gtfo_WSI_desc;We've had a good run, but it's time to end our rulership of West Indies: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WUR_title;Grant Wurttemberg Independence;;;;;;;;;;;;x,,
gtfo_WUR_desc;We've had a good run, but it's time to end our rulership of Wurttemberg: if you love something, let it go!;;;;;;;;;;;;x
gtfo_WUU_title;Grant Wu Independence;;;;;;;;;;;;x,,
gtfo_WUU_desc;We've had a good run, but it's time to end our rulership of Wu: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X00_title;Grant Beja Independence;;;;;;;;;;;;x,,
gtfo_X00_desc;We've had a good run, but it's time to end our rulership of Beja: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X01_title;Grant Bologna Independence;;;;;;;;;;;;x,,
gtfo_X01_desc;We've had a good run, but it's time to end our rulership of Bologna: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X02_title;Grant Fars Independence;;;;;;;;;;;;x,,
gtfo_X02_desc;We've had a good run, but it's time to end our rulership of Fars: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X03_title;Grant Mexican Holy State Independence;;;;;;;;;;;;x,,
gtfo_X03_desc;We've had a good run, but it's time to end our rulership of Mexican Holy State: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X04_title;Grant Kaua'i Independence;;;;;;;;;;;;x,,
gtfo_X04_desc;We've had a good run, but it's time to end our rulership of Kaua'i: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X05_title;Grant León Independence;;;;;;;;;;;;x,,
gtfo_X05_desc;We've had a good run, but it's time to end our rulership of León: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X06_title;Grant Luristan Independence;;;;;;;;;;;;x,,
gtfo_X06_desc;We've had a good run, but it's time to end our rulership of Luristan: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X07_title;Grant Livonia Independence;;;;;;;;;;;;x,,
gtfo_X07_desc;We've had a good run, but it's time to end our rulership of Livonia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X08_title;Grant Lusatia Independence;;;;;;;;;;;;x,,
gtfo_X08_desc;We've had a good run, but it's time to end our rulership of Lusatia: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X09_title;Grant Saluzzo Independence;;;;;;;;;;;;x,,
gtfo_X09_desc;We've had a good run, but it's time to end our rulership of Saluzzo: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X10_title;Grant Trent Independence;;;;;;;;;;;;x,,
gtfo_X10_desc;We've had a good run, but it's time to end our rulership of Trent: if you love something, let it go!;;;;;;;;;;;;x
gtfo_X11_title;Grant Tierra Austral Independence;;;;;;;;;;;;x,,
gtfo_X11_desc;We've had a good run, but it's time to end our rulership of Tierra Austral: if you love something, let it go!;;;;;;;;;;;;x
